,filepath,writer,label
1793,full_org\original_28_3.png,28_3,0
1794,full_org\original_28_4.png,28_4,0
1795,full_org\original_28_5.png,28_5,0
1796,full_org\original_28_6.png,28_6,0
1797,full_org\original_28_7.png,28_7,0
1798,full_org\original_28_8.png,28_8,0
1799,full_org\original_28_9.png,28_9,0
1800,full_org\original_29_1.png,29_1,0
1801,full_org\original_29_10.png,29_10,0
1802,full_org\original_29_11.png,29_11,0
1803,full_org\original_29_12.png,29_12,0
1804,full_org\original_29_13.png,29_13,0
1805,full_org\original_29_14.png,29_14,0
1806,full_org\original_29_15.png,29_15,0
1807,full_org\original_29_16.png,29_16,0
1808,full_org\original_29_17.png,29_17,0
1809,full_org\original_29_18.png,29_18,0
1810,full_org\original_29_19.png,29_19,0
1811,full_org\original_29_2.png,29_2,0
1812,full_org\original_29_20.png,29_20,0
1813,full_org\original_29_21.png,29_21,0
1814,full_org\original_29_22.png,29_22,0
1815,full_org\original_29_23.png,29_23,0
1816,full_org\original_29_24.png,29_24,0
1817,full_org\original_29_3.png,29_3,0
1818,full_org\original_29_4.png,29_4,0
1819,full_org\original_29_5.png,29_5,0
1820,full_org\original_29_6.png,29_6,0
1821,full_org\original_29_7.png,29_7,0
1822,full_org\original_29_8.png,29_8,0
1823,full_org\original_29_9.png,29_9,0
1824,full_org\original_2_1.png,2_1,0
1825,full_org\original_2_10.png,2_10,0
1826,full_org\original_2_11.png,2_11,0
1827,full_org\original_2_12.png,2_12,0
1828,full_org\original_2_13.png,2_13,0
1829,full_org\original_2_14.png,2_14,0
1830,full_org\original_2_15.png,2_15,0
1831,full_org\original_2_16.png,2_16,0
1832,full_org\original_2_17.png,2_17,0
1833,full_org\original_2_18.png,2_18,0
1834,full_org\original_2_19.png,2_19,0
1835,full_org\original_2_2.png,2_2,0
1836,full_org\original_2_20.png,2_20,0
1837,full_org\original_2_21.png,2_21,0
1838,full_org\original_2_22.png,2_22,0
1839,full_org\original_2_23.png,2_23,0
1840,full_org\original_2_24.png,2_24,0
1841,full_org\original_2_3.png,2_3,0
1842,full_org\original_2_4.png,2_4,0
1843,full_org\original_2_5.png,2_5,0
1844,full_org\original_2_6.png,2_6,0
1845,full_org\original_2_7.png,2_7,0
1846,full_org\original_2_8.png,2_8,0
1847,full_org\original_2_9.png,2_9,0
1848,full_org\original_30_1.png,30_1,0
1849,full_org\original_30_10.png,30_10,0
1850,full_org\original_30_11.png,30_11,0
1851,full_org\original_30_12.png,30_12,0
1852,full_org\original_30_13.png,30_13,0
1853,full_org\original_30_14.png,30_14,0
1854,full_org\original_30_15.png,30_15,0
1855,full_org\original_30_16.png,30_16,0
1856,full_org\original_30_17.png,30_17,0
1857,full_org\original_30_18.png,30_18,0
1858,full_org\original_30_19.png,30_19,0
1859,full_org\original_30_2.png,30_2,0
1860,full_org\original_30_20.png,30_20,0
1861,full_org\original_30_21.png,30_21,0
1862,full_org\original_30_22.png,30_22,0
1863,full_org\original_30_23.png,30_23,0
1864,full_org\original_30_24.png,30_24,0
1865,full_org\original_30_3.png,30_3,0
1866,full_org\original_30_4.png,30_4,0
1867,full_org\original_30_5.png,30_5,0
1868,full_org\original_30_6.png,30_6,0
1869,full_org\original_30_7.png,30_7,0
1870,full_org\original_30_8.png,30_8,0
1871,full_org\original_30_9.png,30_9,0
1872,full_org\original_31_1.png,31_1,0
1873,full_org\original_31_10.png,31_10,0
1874,full_org\original_31_11.png,31_11,0
1875,full_org\original_31_12.png,31_12,0
1876,full_org\original_31_13.png,31_13,0
1877,full_org\original_31_14.png,31_14,0
1878,full_org\original_31_15.png,31_15,0
1879,full_org\original_31_16.png,31_16,0
1880,full_org\original_31_17.png,31_17,0
1881,full_org\original_31_18.png,31_18,0
1882,full_org\original_31_19.png,31_19,0
1883,full_org\original_31_2.png,31_2,0
1884,full_org\original_31_20.png,31_20,0
1885,full_org\original_31_21.png,31_21,0
1886,full_org\original_31_22.png,31_22,0
1887,full_org\original_31_23.png,31_23,0
1888,full_org\original_31_24.png,31_24,0
1889,full_org\original_31_3.png,31_3,0
1890,full_org\original_31_4.png,31_4,0
1891,full_org\original_31_5.png,31_5,0
1892,full_org\original_31_6.png,31_6,0
1893,full_org\original_31_7.png,31_7,0
1894,full_org\original_31_8.png,31_8,0
1895,full_org\original_31_9.png,31_9,0
1896,full_org\original_32_1.png,32_1,0
1897,full_org\original_32_10.png,32_10,0
1898,full_org\original_32_11.png,32_11,0
1899,full_org\original_32_12.png,32_12,0
1900,full_org\original_32_13.png,32_13,0
1901,full_org\original_32_14.png,32_14,0
1902,full_org\original_32_15.png,32_15,0
1903,full_org\original_32_16.png,32_16,0
1904,full_org\original_32_17.png,32_17,0
1905,full_org\original_32_18.png,32_18,0
1906,full_org\original_32_19.png,32_19,0
1907,full_org\original_32_2.png,32_2,0
1908,full_org\original_32_20.png,32_20,0
1909,full_org\original_32_21.png,32_21,0
1910,full_org\original_32_22.png,32_22,0
1911,full_org\original_32_23.png,32_23,0
1912,full_org\original_32_24.png,32_24,0
1913,full_org\original_32_3.png,32_3,0
1914,full_org\original_32_4.png,32_4,0
1915,full_org\original_32_5.png,32_5,0
1916,full_org\original_32_6.png,32_6,0
1917,full_org\original_32_7.png,32_7,0
1918,full_org\original_32_8.png,32_8,0
1919,full_org\original_32_9.png,32_9,0
1920,full_org\original_33_1.png,33_1,0
1921,full_org\original_33_10.png,33_10,0
1922,full_org\original_33_11.png,33_11,0
1923,full_org\original_33_12.png,33_12,0
1924,full_org\original_33_13.png,33_13,0
1925,full_org\original_33_14.png,33_14,0
1926,full_org\original_33_15.png,33_15,0
1927,full_org\original_33_16.png,33_16,0
1928,full_org\original_33_17.png,33_17,0
1929,full_org\original_33_18.png,33_18,0
1930,full_org\original_33_19.png,33_19,0
1931,full_org\original_33_2.png,33_2,0
1932,full_org\original_33_20.png,33_20,0
1933,full_org\original_33_21.png,33_21,0
1934,full_org\original_33_22.png,33_22,0
1935,full_org\original_33_23.png,33_23,0
1936,full_org\original_33_24.png,33_24,0
1937,full_org\original_33_3.png,33_3,0
1938,full_org\original_33_4.png,33_4,0
1939,full_org\original_33_5.png,33_5,0
1940,full_org\original_33_6.png,33_6,0
1941,full_org\original_33_7.png,33_7,0
1942,full_org\original_33_8.png,33_8,0
1943,full_org\original_33_9.png,33_9,0
1944,full_org\original_34_1.png,34_1,0
1945,full_org\original_34_10.png,34_10,0
1946,full_org\original_34_11.png,34_11,0
1947,full_org\original_34_12.png,34_12,0
1948,full_org\original_34_13.png,34_13,0
1949,full_org\original_34_14.png,34_14,0
1950,full_org\original_34_15.png,34_15,0
1951,full_org\original_34_16.png,34_16,0
1952,full_org\original_34_17.png,34_17,0
1953,full_org\original_34_18.png,34_18,0
1954,full_org\original_34_19.png,34_19,0
1955,full_org\original_34_2.png,34_2,0
1956,full_org\original_34_20.png,34_20,0
1957,full_org\original_34_21.png,34_21,0
1958,full_org\original_34_22.png,34_22,0
1959,full_org\original_34_23.png,34_23,0
1960,full_org\original_34_24.png,34_24,0
1961,full_org\original_34_3.png,34_3,0
1962,full_org\original_34_4.png,34_4,0
1963,full_org\original_34_5.png,34_5,0
1964,full_org\original_34_6.png,34_6,0
1965,full_org\original_34_7.png,34_7,0
1966,full_org\original_34_8.png,34_8,0
1967,full_org\original_34_9.png,34_9,0
1968,full_org\original_35_1.png,35_1,0
1969,full_org\original_35_10.png,35_10,0
1970,full_org\original_35_11.png,35_11,0
1971,full_org\original_35_12.png,35_12,0
1972,full_org\original_35_13.png,35_13,0
1973,full_org\original_35_14.png,35_14,0
1974,full_org\original_35_15.png,35_15,0
1975,full_org\original_35_16.png,35_16,0
1976,full_org\original_35_17.png,35_17,0
1977,full_org\original_35_18.png,35_18,0
1978,full_org\original_35_19.png,35_19,0
1979,full_org\original_35_2.png,35_2,0
1980,full_org\original_35_20.png,35_20,0
1981,full_org\original_35_21.png,35_21,0
1982,full_org\original_35_22.png,35_22,0
1983,full_org\original_35_23.png,35_23,0
1984,full_org\original_35_24.png,35_24,0
1985,full_org\original_35_3.png,35_3,0
1986,full_org\original_35_4.png,35_4,0
1987,full_org\original_35_5.png,35_5,0
1988,full_org\original_35_6.png,35_6,0
1989,full_org\original_35_7.png,35_7,0
1990,full_org\original_35_8.png,35_8,0
1991,full_org\original_35_9.png,35_9,0
1992,full_org\original_36_1.png,36_1,0
1993,full_org\original_36_10.png,36_10,0
1994,full_org\original_36_11.png,36_11,0
1995,full_org\original_36_12.png,36_12,0
1996,full_org\original_36_13.png,36_13,0
1997,full_org\original_36_14.png,36_14,0
1998,full_org\original_36_15.png,36_15,0
1999,full_org\original_36_16.png,36_16,0
2000,full_org\original_36_17.png,36_17,0
2001,full_org\original_36_18.png,36_18,0
2002,full_org\original_36_19.png,36_19,0
2003,full_org\original_36_2.png,36_2,0
2004,full_org\original_36_20.png,36_20,0
2005,full_org\original_36_21.png,36_21,0
2006,full_org\original_36_22.png,36_22,0
2007,full_org\original_36_23.png,36_23,0
2008,full_org\original_36_24.png,36_24,0
2009,full_org\original_36_3.png,36_3,0
2010,full_org\original_36_4.png,36_4,0
2011,full_org\original_36_5.png,36_5,0
2012,full_org\original_36_6.png,36_6,0
2013,full_org\original_36_7.png,36_7,0
2014,full_org\original_36_8.png,36_8,0
2015,full_org\original_36_9.png,36_9,0
2016,full_org\original_37_1.png,37_1,0
2017,full_org\original_37_10.png,37_10,0
2018,full_org\original_37_11.png,37_11,0
2019,full_org\original_37_12.png,37_12,0
2020,full_org\original_37_13.png,37_13,0
2021,full_org\original_37_14.png,37_14,0
2022,full_org\original_37_15.png,37_15,0
2023,full_org\original_37_16.png,37_16,0
2024,full_org\original_37_17.png,37_17,0
2025,full_org\original_37_18.png,37_18,0
2026,full_org\original_37_19.png,37_19,0
2027,full_org\original_37_2.png,37_2,0
2028,full_org\original_37_20.png,37_20,0
2029,full_org\original_37_21.png,37_21,0
2030,full_org\original_37_22.png,37_22,0
2031,full_org\original_37_23.png,37_23,0
2032,full_org\original_37_24.png,37_24,0
2033,full_org\original_37_3.png,37_3,0
2034,full_org\original_37_4.png,37_4,0
2035,full_org\original_37_5.png,37_5,0
2036,full_org\original_37_6.png,37_6,0
2037,full_org\original_37_7.png,37_7,0
2038,full_org\original_37_8.png,37_8,0
2039,full_org\original_37_9.png,37_9,0
2040,full_org\original_38_1.png,38_1,0
2041,full_org\original_38_10.png,38_10,0
2042,full_org\original_38_11.png,38_11,0
2043,full_org\original_38_12.png,38_12,0
2044,full_org\original_38_13.png,38_13,0
2045,full_org\original_38_14.png,38_14,0
2046,full_org\original_38_15.png,38_15,0
2047,full_org\original_38_16.png,38_16,0
2048,full_org\original_38_17.png,38_17,0
2049,full_org\original_38_18.png,38_18,0
2050,full_org\original_38_19.png,38_19,0
2051,full_org\original_38_2.png,38_2,0
2052,full_org\original_38_20.png,38_20,0
2053,full_org\original_38_21.png,38_21,0
2054,full_org\original_38_22.png,38_22,0
2055,full_org\original_38_23.png,38_23,0
2056,full_org\original_38_24.png,38_24,0
2057,full_org\original_38_3.png,38_3,0
2058,full_org\original_38_4.png,38_4,0
2059,full_org\original_38_5.png,38_5,0
2060,full_org\original_38_6.png,38_6,0
2061,full_org\original_38_7.png,38_7,0
2062,full_org\original_38_8.png,38_8,0
2063,full_org\original_38_9.png,38_9,0
2064,full_org\original_39_1.png,39_1,0
2065,full_org\original_39_10.png,39_10,0
2066,full_org\original_39_11.png,39_11,0
2067,full_org\original_39_12.png,39_12,0
2068,full_org\original_39_13.png,39_13,0
2069,full_org\original_39_14.png,39_14,0
2070,full_org\original_39_15.png,39_15,0
2071,full_org\original_39_16.png,39_16,0
2072,full_org\original_39_17.png,39_17,0
2073,full_org\original_39_18.png,39_18,0
2074,full_org\original_39_19.png,39_19,0
2075,full_org\original_39_2.png,39_2,0
2076,full_org\original_39_20.png,39_20,0
2077,full_org\original_39_21.png,39_21,0
2078,full_org\original_39_22.png,39_22,0
2079,full_org\original_39_23.png,39_23,0
2080,full_org\original_39_24.png,39_24,0
2081,full_org\original_39_3.png,39_3,0
2082,full_org\original_39_4.png,39_4,0
2083,full_org\original_39_5.png,39_5,0
2084,full_org\original_39_6.png,39_6,0
2085,full_org\original_39_7.png,39_7,0
2086,full_org\original_39_8.png,39_8,0
2087,full_org\original_39_9.png,39_9,0
2088,full_org\original_3_1.png,3_1,0
2089,full_org\original_3_10.png,3_10,0
2090,full_org\original_3_11.png,3_11,0
2091,full_org\original_3_12.png,3_12,0
2092,full_org\original_3_13.png,3_13,0
2093,full_org\original_3_14.png,3_14,0
2094,full_org\original_3_15.png,3_15,0
2095,full_org\original_3_16.png,3_16,0
2096,full_org\original_3_17.png,3_17,0
2097,full_org\original_3_18.png,3_18,0
2098,full_org\original_3_19.png,3_19,0
2099,full_org\original_3_2.png,3_2,0
2100,full_org\original_3_20.png,3_20,0
2101,full_org\original_3_21.png,3_21,0
2102,full_org\original_3_22.png,3_22,0
2103,full_org\original_3_23.png,3_23,0
2104,full_org\original_3_24.png,3_24,0
2105,full_org\original_3_3.png,3_3,0
2106,full_org\original_3_4.png,3_4,0
2107,full_org\original_3_5.png,3_5,0
2108,full_org\original_3_6.png,3_6,0
2109,full_org\original_3_7.png,3_7,0
2110,full_org\original_3_8.png,3_8,0
2111,full_org\original_3_9.png,3_9,0
2112,full_org\original_40_1.png,40_1,0
2113,full_org\original_40_10.png,40_10,0
2114,full_org\original_40_11.png,40_11,0
2115,full_org\original_40_12.png,40_12,0
2116,full_org\original_40_13.png,40_13,0
2117,full_org\original_40_14.png,40_14,0
2118,full_org\original_40_15.png,40_15,0
2119,full_org\original_40_16.png,40_16,0
2120,full_org\original_40_17.png,40_17,0
2121,full_org\original_40_18.png,40_18,0
2122,full_org\original_40_19.png,40_19,0
2123,full_org\original_40_2.png,40_2,0
2124,full_org\original_40_20.png,40_20,0
2125,full_org\original_40_21.png,40_21,0
2126,full_org\original_40_22.png,40_22,0
2127,full_org\original_40_23.png,40_23,0
2128,full_org\original_40_24.png,40_24,0
2129,full_org\original_40_3.png,40_3,0
2130,full_org\original_40_4.png,40_4,0
2131,full_org\original_40_5.png,40_5,0
2132,full_org\original_40_6.png,40_6,0
2133,full_org\original_40_7.png,40_7,0
2134,full_org\original_40_8.png,40_8,0
2135,full_org\original_40_9.png,40_9,0
2136,full_org\original_41_1.png,41_1,0
2137,full_org\original_41_10.png,41_10,0
2138,full_org\original_41_11.png,41_11,0
2139,full_org\original_41_12.png,41_12,0
2140,full_org\original_41_13.png,41_13,0
2141,full_org\original_41_14.png,41_14,0
2142,full_org\original_41_15.png,41_15,0
2143,full_org\original_41_16.png,41_16,0
2144,full_org\original_41_17.png,41_17,0
2145,full_org\original_41_18.png,41_18,0
2146,full_org\original_41_19.png,41_19,0
2147,full_org\original_41_2.png,41_2,0
2148,full_org\original_41_20.png,41_20,0
2149,full_org\original_41_21.png,41_21,0
2150,full_org\original_41_22.png,41_22,0
2151,full_org\original_41_23.png,41_23,0
2152,full_org\original_41_24.png,41_24,0
2153,full_org\original_41_3.png,41_3,0
2154,full_org\original_41_4.png,41_4,0
2155,full_org\original_41_5.png,41_5,0
2156,full_org\original_41_6.png,41_6,0
2157,full_org\original_41_7.png,41_7,0
2158,full_org\original_41_8.png,41_8,0
2159,full_org\original_41_9.png,41_9,0
2160,full_org\original_42_1.png,42_1,0
2161,full_org\original_42_10.png,42_10,0
2162,full_org\original_42_11.png,42_11,0
2163,full_org\original_42_12.png,42_12,0
2164,full_org\original_42_13.png,42_13,0
2165,full_org\original_42_14.png,42_14,0
2166,full_org\original_42_15.png,42_15,0
2167,full_org\original_42_16.png,42_16,0
2168,full_org\original_42_17.png,42_17,0
2169,full_org\original_42_18.png,42_18,0
2170,full_org\original_42_19.png,42_19,0
2171,full_org\original_42_2.png,42_2,0
2172,full_org\original_42_20.png,42_20,0
2173,full_org\original_42_21.png,42_21,0
2174,full_org\original_42_22.png,42_22,0
2175,full_org\original_42_23.png,42_23,0
2176,full_org\original_42_24.png,42_24,0
2177,full_org\original_42_3.png,42_3,0
2178,full_org\original_42_4.png,42_4,0
2179,full_org\original_42_5.png,42_5,0
2180,full_org\original_42_6.png,42_6,0
2181,full_org\original_42_7.png,42_7,0
2182,full_org\original_42_8.png,42_8,0
2183,full_org\original_42_9.png,42_9,0
2184,full_org\original_43_1.png,43_1,0
2185,full_org\original_43_10.png,43_10,0
2186,full_org\original_43_11.png,43_11,0
2187,full_org\original_43_12.png,43_12,0
2188,full_org\original_43_13.png,43_13,0
2189,full_org\original_43_14.png,43_14,0
2190,full_org\original_43_15.png,43_15,0
2191,full_org\original_43_16.png,43_16,0
2192,full_org\original_43_17.png,43_17,0
2193,full_org\original_43_18.png,43_18,0
2194,full_org\original_43_19.png,43_19,0
2195,full_org\original_43_2.png,43_2,0
2196,full_org\original_43_20.png,43_20,0
2197,full_org\original_43_21.png,43_21,0
2198,full_org\original_43_22.png,43_22,0
2199,full_org\original_43_23.png,43_23,0
2200,full_org\original_43_24.png,43_24,0
2201,full_org\original_43_3.png,43_3,0
2202,full_org\original_43_4.png,43_4,0
2203,full_org\original_43_5.png,43_5,0
2204,full_org\original_43_6.png,43_6,0
2205,full_org\original_43_7.png,43_7,0
2206,full_org\original_43_8.png,43_8,0
2207,full_org\original_43_9.png,43_9,0
2208,full_org\original_44_1.png,44_1,0
2209,full_org\original_44_10.png,44_10,0
2210,full_org\original_44_11.png,44_11,0
2211,full_org\original_44_12.png,44_12,0
2212,full_org\original_44_13.png,44_13,0
2213,full_org\original_44_14.png,44_14,0
2214,full_org\original_44_15.png,44_15,0
2215,full_org\original_44_16.png,44_16,0
2216,full_org\original_44_17.png,44_17,0
2217,full_org\original_44_18.png,44_18,0
2218,full_org\original_44_19.png,44_19,0
2219,full_org\original_44_2.png,44_2,0
2220,full_org\original_44_20.png,44_20,0
2221,full_org\original_44_21.png,44_21,0
2222,full_org\original_44_22.png,44_22,0
2223,full_org\original_44_23.png,44_23,0
2224,full_org\original_44_24.png,44_24,0
2225,full_org\original_44_3.png,44_3,0
2226,full_org\original_44_4.png,44_4,0
2227,full_org\original_44_5.png,44_5,0
2228,full_org\original_44_6.png,44_6,0
2229,full_org\original_44_7.png,44_7,0
2230,full_org\original_44_8.png,44_8,0
2231,full_org\original_44_9.png,44_9,0
2232,full_org\original_45_1.png,45_1,0
2233,full_org\original_45_10.png,45_10,0
2234,full_org\original_45_11.png,45_11,0
2235,full_org\original_45_12.png,45_12,0
2236,full_org\original_45_13.png,45_13,0
2237,full_org\original_45_14.png,45_14,0
2238,full_org\original_45_15.png,45_15,0
2239,full_org\original_45_16.png,45_16,0
2240,full_org\original_45_17.png,45_17,0
2241,full_org\original_45_18.png,45_18,0
2242,full_org\original_45_19.png,45_19,0
2243,full_org\original_45_2.png,45_2,0
2244,full_org\original_45_20.png,45_20,0
2245,full_org\original_45_21.png,45_21,0
2246,full_org\original_45_22.png,45_22,0
2247,full_org\original_45_23.png,45_23,0
2248,full_org\original_45_24.png,45_24,0
2249,full_org\original_45_3.png,45_3,0
2250,full_org\original_45_4.png,45_4,0
2251,full_org\original_45_5.png,45_5,0
2252,full_org\original_45_6.png,45_6,0
2253,full_org\original_45_7.png,45_7,0
2254,full_org\original_45_8.png,45_8,0
2255,full_org\original_45_9.png,45_9,0
2256,full_org\original_46_1.png,46_1,0
2257,full_org\original_46_10.png,46_10,0
2258,full_org\original_46_11.png,46_11,0
2259,full_org\original_46_12.png,46_12,0
2260,full_org\original_46_13.png,46_13,0
2261,full_org\original_46_14.png,46_14,0
2262,full_org\original_46_15.png,46_15,0
2263,full_org\original_46_16.png,46_16,0
2264,full_org\original_46_17.png,46_17,0
2265,full_org\original_46_18.png,46_18,0
2266,full_org\original_46_19.png,46_19,0
2267,full_org\original_46_2.png,46_2,0
2268,full_org\original_46_20.png,46_20,0
2269,full_org\original_46_21.png,46_21,0
2270,full_org\original_46_22.png,46_22,0
2271,full_org\original_46_23.png,46_23,0
2272,full_org\original_46_24.png,46_24,0
2273,full_org\original_46_3.png,46_3,0
2274,full_org\original_46_4.png,46_4,0
2275,full_org\original_46_5.png,46_5,0
2276,full_org\original_46_6.png,46_6,0
2277,full_org\original_46_7.png,46_7,0
2278,full_org\original_46_8.png,46_8,0
2279,full_org\original_46_9.png,46_9,0
2280,full_org\original_47_1.png,47_1,0
2281,full_org\original_47_10.png,47_10,0
2282,full_org\original_47_11.png,47_11,0
2283,full_org\original_47_12.png,47_12,0
2284,full_org\original_47_13.png,47_13,0
2285,full_org\original_47_14.png,47_14,0
2286,full_org\original_47_15.png,47_15,0
2287,full_org\original_47_16.png,47_16,0
2288,full_org\original_47_17.png,47_17,0
2289,full_org\original_47_18.png,47_18,0
2290,full_org\original_47_19.png,47_19,0
2291,full_org\original_47_2.png,47_2,0
2292,full_org\original_47_20.png,47_20,0
2293,full_org\original_47_21.png,47_21,0
2294,full_org\original_47_22.png,47_22,0
2295,full_org\original_47_23.png,47_23,0
2296,full_org\original_47_24.png,47_24,0
2297,full_org\original_47_3.png,47_3,0
2298,full_org\original_47_4.png,47_4,0
2299,full_org\original_47_5.png,47_5,0
2300,full_org\original_47_6.png,47_6,0
2301,full_org\original_47_7.png,47_7,0
2302,full_org\original_47_8.png,47_8,0
2303,full_org\original_47_9.png,47_9,0
2304,full_org\original_48_1.png,48_1,0
2305,full_org\original_48_10.png,48_10,0
2306,full_org\original_48_11.png,48_11,0
2307,full_org\original_48_12.png,48_12,0
2308,full_org\original_48_13.png,48_13,0
2309,full_org\original_48_14.png,48_14,0
2310,full_org\original_48_15.png,48_15,0
2311,full_org\original_48_16.png,48_16,0
2312,full_org\original_48_17.png,48_17,0
2313,full_org\original_48_18.png,48_18,0
2314,full_org\original_48_19.png,48_19,0
2315,full_org\original_48_2.png,48_2,0
2316,full_org\original_48_20.png,48_20,0
2317,full_org\original_48_21.png,48_21,0
2318,full_org\original_48_22.png,48_22,0
2319,full_org\original_48_23.png,48_23,0
2320,full_org\original_48_24.png,48_24,0
2321,full_org\original_48_3.png,48_3,0
2322,full_org\original_48_4.png,48_4,0
2323,full_org\original_48_5.png,48_5,0
2324,full_org\original_48_6.png,48_6,0
2325,full_org\original_48_7.png,48_7,0
2326,full_org\original_48_8.png,48_8,0
2327,full_org\original_48_9.png,48_9,0
2328,full_org\original_49_1.png,49_1,0
2329,full_org\original_49_10.png,49_10,0
2330,full_org\original_49_11.png,49_11,0
2331,full_org\original_49_12.png,49_12,0
2332,full_org\original_49_13.png,49_13,0
2333,full_org\original_49_14.png,49_14,0
2334,full_org\original_49_15.png,49_15,0
2335,full_org\original_49_16.png,49_16,0
2336,full_org\original_49_17.png,49_17,0
2337,full_org\original_49_18.png,49_18,0
2338,full_org\original_49_19.png,49_19,0
2339,full_org\original_49_2.png,49_2,0
2340,full_org\original_49_20.png,49_20,0
2341,full_org\original_49_21.png,49_21,0
2342,full_org\original_49_22.png,49_22,0
2343,full_org\original_49_23.png,49_23,0
2344,full_org\original_49_24.png,49_24,0
2345,full_org\original_49_3.png,49_3,0
2346,full_org\original_49_4.png,49_4,0
2347,full_org\original_49_5.png,49_5,0
2348,full_org\original_49_6.png,49_6,0
2349,full_org\original_49_7.png,49_7,0
2350,full_org\original_49_8.png,49_8,0
2351,full_org\original_49_9.png,49_9,0
2352,full_org\original_4_1.png,4_1,0
2353,full_org\original_4_10.png,4_10,0
2354,full_org\original_4_11.png,4_11,0
2355,full_org\original_4_12.png,4_12,0
2356,full_org\original_4_13.png,4_13,0
2357,full_org\original_4_14.png,4_14,0
2358,full_org\original_4_15.png,4_15,0
2359,full_org\original_4_16.png,4_16,0
2360,full_org\original_4_17.png,4_17,0
2361,full_org\original_4_18.png,4_18,0
2362,full_org\original_4_19.png,4_19,0
2363,full_org\original_4_2.png,4_2,0
2364,full_org\original_4_20.png,4_20,0
2365,full_org\original_4_21.png,4_21,0
2366,full_org\original_4_22.png,4_22,0
2367,full_org\original_4_23.png,4_23,0
2368,full_org\original_4_24.png,4_24,0
2369,full_org\original_4_3.png,4_3,0
2370,full_org\original_4_4.png,4_4,0
2371,full_org\original_4_5.png,4_5,0
2372,full_org\original_4_6.png,4_6,0
2373,full_org\original_4_7.png,4_7,0
2374,full_org\original_4_8.png,4_8,0
2375,full_org\original_4_9.png,4_9,0
2376,full_org\original_50_1.png,50_1,0
2377,full_org\original_50_10.png,50_10,0
2378,full_org\original_50_11.png,50_11,0
2379,full_org\original_50_12.png,50_12,0
2380,full_org\original_50_13.png,50_13,0
2381,full_org\original_50_14.png,50_14,0
2382,full_org\original_50_15.png,50_15,0
2383,full_org\original_50_16.png,50_16,0
2384,full_org\original_50_17.png,50_17,0
2385,full_org\original_50_18.png,50_18,0
2386,full_org\original_50_19.png,50_19,0
2387,full_org\original_50_2.png,50_2,0
2388,full_org\original_50_20.png,50_20,0
2389,full_org\original_50_21.png,50_21,0
2390,full_org\original_50_22.png,50_22,0
2391,full_org\original_50_23.png,50_23,0
2392,full_org\original_50_24.png,50_24,0
2393,full_org\original_50_3.png,50_3,0
2394,full_org\original_50_4.png,50_4,0
2395,full_org\original_50_5.png,50_5,0
2396,full_org\original_50_6.png,50_6,0
2397,full_org\original_50_7.png,50_7,0
2398,full_org\original_50_8.png,50_8,0
2399,full_org\original_50_9.png,50_9,0
2400,full_org\original_51_1.png,51_1,0
2401,full_org\original_51_10.png,51_10,0
2402,full_org\original_51_11.png,51_11,0
2403,full_org\original_51_12.png,51_12,0
2404,full_org\original_51_13.png,51_13,0
2405,full_org\original_51_14.png,51_14,0
2406,full_org\original_51_15.png,51_15,0
2407,full_org\original_51_16.png,51_16,0
2408,full_org\original_51_17.png,51_17,0
2409,full_org\original_51_18.png,51_18,0
2410,full_org\original_51_19.png,51_19,0
2411,full_org\original_51_2.png,51_2,0
2412,full_org\original_51_20.png,51_20,0
2413,full_org\original_51_21.png,51_21,0
2414,full_org\original_51_22.png,51_22,0
2415,full_org\original_51_23.png,51_23,0
2416,full_org\original_51_24.png,51_24,0
2417,full_org\original_51_3.png,51_3,0
2418,full_org\original_51_4.png,51_4,0
2419,full_org\original_51_5.png,51_5,0
2420,full_org\original_51_6.png,51_6,0
2421,full_org\original_51_7.png,51_7,0
2422,full_org\original_51_8.png,51_8,0
2423,full_org\original_51_9.png,51_9,0
2424,full_org\original_52_1.png,52_1,0
2425,full_org\original_52_10.png,52_10,0
2426,full_org\original_52_11.png,52_11,0
2427,full_org\original_52_12.png,52_12,0
2428,full_org\original_52_13.png,52_13,0
2429,full_org\original_52_14.png,52_14,0
2430,full_org\original_52_15.png,52_15,0
2431,full_org\original_52_16.png,52_16,0
2432,full_org\original_52_17.png,52_17,0
2433,full_org\original_52_18.png,52_18,0
2434,full_org\original_52_19.png,52_19,0
2435,full_org\original_52_2.png,52_2,0
2436,full_org\original_52_20.png,52_20,0
2437,full_org\original_52_21.png,52_21,0
2438,full_org\original_52_22.png,52_22,0
2439,full_org\original_52_23.png,52_23,0
2440,full_org\original_52_24.png,52_24,0
2441,full_org\original_52_3.png,52_3,0
2442,full_org\original_52_4.png,52_4,0
2443,full_org\original_52_5.png,52_5,0
2444,full_org\original_52_6.png,52_6,0
2445,full_org\original_52_7.png,52_7,0
2446,full_org\original_52_8.png,52_8,0
2447,full_org\original_52_9.png,52_9,0
2448,full_org\original_53_1.png,53_1,0
2449,full_org\original_53_10.png,53_10,0
2450,full_org\original_53_11.png,53_11,0
2451,full_org\original_53_12.png,53_12,0
2452,full_org\original_53_13.png,53_13,0
2453,full_org\original_53_14.png,53_14,0
2454,full_org\original_53_15.png,53_15,0
2455,full_org\original_53_16.png,53_16,0
2456,full_org\original_53_17.png,53_17,0
2457,full_org\original_53_18.png,53_18,0
2458,full_org\original_53_19.png,53_19,0
